year,reporter,reporter_iso,partner,partner_iso,product,trade_flow,trade_value,currency
2021,Switzerland,CHE,Italy,ITA,Textiles & Apparel,Export,0.253,USD
2021,Switzerland,CHE,Italy,ITA,Textiles & Apparel,Import,0.337,USD
2021,Switzerland,CHE,Italy,ITA,Plastics & Rubber,Export,0.305,USD
2021,Switzerland,CHE,Italy,ITA,Plastics & Rubber,Import,0.243,USD
2021,Switzerland,CHE,Italy,ITA,Precision Instruments & Medical Devices,Export,0.297,USD
2021,Switzerland,CHE,Italy,ITA,Precision Instruments & Medical Devices,Import,0.266,USD
2021,Switzerland,CHE,Canada,CAN,Machinery & Electrical Equipment,Export,0.285,USD
2021,Switzerland,CHE,Canada,CAN,Machinery & Electrical Equipment,Import,0.292,USD
2021,Switzerland,CHE,Canada,CAN,Electronics & Optical Products,Export,0.29,USD
2021,Switzerland,CHE,Canada,CAN,Electronics & Optical Products,Import,0.319,USD
2021,Switzerland,CHE,Canada,CAN,Automotive & Transport Vehicles,Export,0.331,USD
2021,Switzerland,CHE,Canada,CAN,Automotive & Transport Vehicles,Import,0.279,USD
2021,Switzerland,CHE,Canada,CAN,Mineral Fuels & Petroleum,Export,0.35,USD
2021,Switzerland,CHE,Canada,CAN,Mineral Fuels & Petroleum,Import,0.352,USD
2021,Switzerland,CHE,Canada,CAN,Chemicals & Pharmaceuticals,Export,0.244,USD
2021,Switzerland,CHE,Canada,CAN,Chemicals & Pharmaceuticals,Import,0.241,USD
2021,Switzerland,CHE,Canada,CAN,Agricultural & Food Products,Export,0.29,USD
2021,Switzerland,CHE,Canada,CAN,Agricultural & Food Products,Import,0.31,USD
2021,Switzerland,CHE,Canada,CAN,Metals & Metal Products,Export,0.273,USD
2021,Switzerland,CHE,Canada,CAN,Metals & Metal Products,Import,0.27,USD
2021,Switzerland,CHE,Canada,CAN,Textiles & Apparel,Export,0.321,USD
2021,Switzerland,CHE,Canada,CAN,Textiles & Apparel,Import,0.311,USD
2021,Switzerland,CHE,Canada,CAN,Plastics & Rubber,Export,0.259,USD
2021,Switzerland,CHE,Canada,CAN,Plastics & Rubber,Import,0.345,USD
2021,Switzerland,CHE,Canada,CAN,Precision Instruments & Medical Devices,Export,0.321,USD
2021,Switzerland,CHE,Canada,CAN,Precision Instruments & Medical Devices,Import,0.283,USD
2021,Switzerland,CHE,Brazil,BRA,Machinery & Electrical Equipment,Export,0.206,USD
2021,Switzerland,CHE,Brazil,BRA,Machinery & Electrical Equipment,Import,0.162,USD
2021,Switzerland,CHE,Brazil,BRA,Electronics & Optical Products,Export,0.189,USD
2021,Switzerland,CHE,Brazil,BRA,Electronics & Optical Products,Import,0.166,USD
2021,Switzerland,CHE,Brazil,BRA,Automotive & Transport Vehicles,Export,0.156,USD
2021,Switzerland,CHE,Brazil,BRA,Automotive & Transport Vehicles,Import,0.179,USD
2021,Switzerland,CHE,Brazil,BRA,Mineral Fuels & Petroleum,Export,0.165,USD
2021,Switzerland,CHE,Brazil,BRA,Mineral Fuels & Petroleum,Import,0.363,USD
2021,Switzerland,CHE,Brazil,BRA,Chemicals & Pharmaceuticals,Export,0.205,USD
2021,Switzerland,CHE,Brazil,BRA,Chemicals & Pharmaceuticals,Import,0.165,USD
2021,Switzerland,CHE,Brazil,BRA,Agricultural & Food Products,Export,0.155,USD
2021,Switzerland,CHE,Brazil,BRA,Agricultural & Food Products,Import,0.685,USD
2021,Switzerland,CHE,Brazil,BRA,Metals & Metal Products,Export,0.153,USD
2021,Switzerland,CHE,Brazil,BRA,Metals & Metal Products,Import,0.359,USD
2021,Switzerland,CHE,Brazil,BRA,Textiles & Apparel,Export,0.191,USD
2021,Switzerland,CHE,Brazil,BRA,Textiles & Apparel,Import,0.216,USD
2021,Switzerland,CHE,Brazil,BRA,Plastics & Rubber,Export,0.217,USD
2021,Switzerland,CHE,Brazil,BRA,Plastics & Rubber,Import,0.209,USD
2021,Switzerland,CHE,Brazil,BRA,Precision Instruments & Medical Devices,Export,0.172,USD
2021,Switzerland,CHE,Brazil,BRA,Precision Instruments & Medical Devices,Import,0.208,USD
2021,Switzerland,CHE,Australia,AUS,Machinery & Electrical Equipment,Export,0.194,USD
2021,Switzerland,CHE,Australia,AUS,Machinery & Electrical Equipment,Import,0.191,USD
2021,Switzerland,CHE,Australia,AUS,Electronics & Optical Products,Export,0.22,USD
2021,Switzerland,CHE,Australia,AUS,Electronics & Optical Products,Import,0.231,USD
2021,Switzerland,CHE,Australia,AUS,Automotive & Transport Vehicles,Export,0.177,USD
2021,Switzerland,CHE,Australia,AUS,Automotive & Transport Vehicles,Import,0.178,USD
2021,Switzerland,CHE,Australia,AUS,Mineral Fuels & Petroleum,Export,0.24,USD
2021,Switzerland,CHE,Australia,AUS,Mineral Fuels & Petroleum,Import,0.69,USD
2021,Switzerland,CHE,Australia,AUS,Chemicals & Pharmaceuticals,Export,0.224,USD
2021,Switzerland,CHE,Australia,AUS,Chemicals & Pharmaceuticals,Import,0.209,USD
2021,Switzerland,CHE,Australia,AUS,Agricultural & Food Products,Export,0.245,USD
2021,Switzerland,CHE,Australia,AUS,Agricultural & Food Products,Import,0.447,USD
2021,Switzerland,CHE,Australia,AUS,Metals & Metal Products,Export,0.222,USD
2021,Switzerland,CHE,Australia,AUS,Metals & Metal Products,Import,0.7,USD
2021,Switzerland,CHE,Australia,AUS,Textiles & Apparel,Export,0.189,USD
2021,Switzerland,CHE,Australia,AUS,Textiles & Apparel,Import,0.208,USD
2021,Switzerland,CHE,Australia,AUS,Plastics & Rubber,Export,0.197,USD
2021,Switzerland,CHE,Australia,AUS,Plastics & Rubber,Import,0.202,USD
2021,Switzerland,CHE,Australia,AUS,Precision Instruments & Medical Devices,Export,0.217,USD
2021,Switzerland,CHE,Australia,AUS,Precision Instruments & Medical Devices,Import,0.187,USD
2021,Switzerland,CHE,Netherlands,NLD,Machinery & Electrical Equipment,Export,0.349,USD
2021,Switzerland,CHE,Netherlands,NLD,Machinery & Electrical Equipment,Import,0.267,USD
2021,Switzerland,CHE,Netherlands,NLD,Electronics & Optical Products,Export,0.309,USD
2021,Switzerland,CHE,Netherlands,NLD,Electronics & Optical Products,Import,0.342,USD
2021,Switzerland,CHE,Netherlands,NLD,Automotive & Transport Vehicles,Export,0.309,USD
2021,Switzerland,CHE,Netherlands,NLD,Automotive & Transport Vehicles,Import,0.294,USD
2021,Switzerland,CHE,Netherlands,NLD,Mineral Fuels & Petroleum,Export,0.308,USD
2021,Switzerland,CHE,Netherlands,NLD,Mineral Fuels & Petroleum,Import,0.355,USD
2021,Switzerland,CHE,Netherlands,NLD,Chemicals & Pharmaceuticals,Export,0.372,USD
2021,Switzerland,CHE,Netherlands,NLD,Chemicals & Pharmaceuticals,Import,0.328,USD
2021,Switzerland,CHE,Netherlands,NLD,Agricultural & Food Products,Export,0.348,USD
2021,Switzerland,CHE,Netherlands,NLD,Agricultural & Food Products,Import,0.251,USD
2021,Switzerland,CHE,Netherlands,NLD,Metals & Metal Products,Export,0.359,USD
2021,Switzerland,CHE,Netherlands,NLD,Metals & Metal Products,Import,0.368,USD
2021,Switzerland,CHE,Netherlands,NLD,Textiles & Apparel,Export,0.321,USD
2021,Switzerland,CHE,Netherlands,NLD,Textiles & Apparel,Import,0.343,USD
2021,Switzerland,CHE,Netherlands,NLD,Plastics & Rubber,Export,0.313,USD
2021,Switzerland,CHE,Netherlands,NLD,Plastics & Rubber,Import,0.285,USD
2021,Switzerland,CHE,Netherlands,NLD,Precision Instruments & Medical Devices,Export,0.355,USD
2021,Switzerland,CHE,Netherlands,NLD,Precision Instruments & Medical Devices,Import,0.323,USD
2021,Switzerland,CHE,Mexico,MEX,Machinery & Electrical Equipment,Export,0.272,USD
2021,Switzerland,CHE,Mexico,MEX,Machinery & Electrical Equipment,Import,0.28,USD
2021,Switzerland,CHE,Mexico,MEX,Electronics & Optical Products,Export,0.301,USD
2021,Switzerland,CHE,Mexico,MEX,Electronics & Optical Products,Import,0.288,USD
2021,Switzerland,CHE,Mexico,MEX,Automotive & Transport Vehicles,Export,0.233,USD
2021,Switzerland,CHE,Mexico,MEX,Automotive & Transport Vehicles,Import,0.26,USD
2021,Switzerland,CHE,Mexico,MEX,Mineral Fuels & Petroleum,Export,0.314,USD
2021,Switzerland,CHE,Mexico,MEX,Mineral Fuels & Petroleum,Import,0.269,USD
2021,Switzerland,CHE,Mexico,MEX,Chemicals & Pharmaceuticals,Export,0.31,USD
2021,Switzerland,CHE,Mexico,MEX,Chemicals & Pharmaceuticals,Import,0.296,USD
2021,Switzerland,CHE,Mexico,MEX,Agricultural & Food Products,Export,0.281,USD
2021,Switzerland,CHE,Mexico,MEX,Agricultural & Food Products,Import,0.247,USD
2021,Switzerland,CHE,Mexico,MEX,Metals & Metal Products,Export,0.243,USD
2021,Switzerland,CHE,Mexico,MEX,Metals & Metal Products,Import,0.278,USD
2021,Switzerland,CHE,Mexico,MEX,Textiles & Apparel,Export,0.256,USD
2021,Switzerland,CHE,Mexico,MEX,Textiles & Apparel,Import,0.295,USD
2021,Switzerland,CHE,Mexico,MEX,Plastics & Rubber,Export,0.291,USD
2021,Switzerland,CHE,Mexico,MEX,Plastics & Rubber,Import,0.244,USD
2021,Switzerland,CHE,Mexico,MEX,Precision Instruments & Medical Devices,Export,0.285,USD
2021,Switzerland,CHE,Mexico,MEX,Precision Instruments & Medical Devices,Import,0.263,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Machinery & Electrical Equipment,Export,0.167,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Machinery & Electrical Equipment,Import,0.173,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Electronics & Optical Products,Export,0.208,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Electronics & Optical Products,Import,0.169,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Automotive & Transport Vehicles,Export,0.164,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Automotive & Transport Vehicles,Import,0.169,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Mineral Fuels & Petroleum,Export,0.159,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Mineral Fuels & Petroleum,Import,0.822,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Chemicals & Pharmaceuticals,Export,0.154,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Chemicals & Pharmaceuticals,Import,0.243,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Agricultural & Food Products,Export,0.16,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Agricultural & Food Products,Import,0.187,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Metals & Metal Products,Export,0.153,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Metals & Metal Products,Import,0.214,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Textiles & Apparel,Export,0.176,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Textiles & Apparel,Import,0.203,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Plastics & Rubber,Export,0.199,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Plastics & Rubber,Import,0.195,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Precision Instruments & Medical Devices,Export,0.203,USD
2021,Switzerland,CHE,Saudi Arabia,SAU,Precision Instruments & Medical Devices,Import,0.151,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Machinery & Electrical Equipment,Export,0.218,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Machinery & Electrical Equipment,Import,0.184,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Electronics & Optical Products,Export,0.227,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Electronics & Optical Products,Import,0.241,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Automotive & Transport Vehicles,Export,0.236,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Automotive & Transport Vehicles,Import,0.172,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Mineral Fuels & Petroleum,Export,0.193,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Mineral Fuels & Petroleum,Import,0.577,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Chemicals & Pharmaceuticals,Export,0.173,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Chemicals & Pharmaceuticals,Import,0.171,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Agricultural & Food Products,Export,0.194,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Agricultural & Food Products,Import,0.244,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Metals & Metal Products,Export,0.209,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Metals & Metal Products,Import,0.384,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Textiles & Apparel,Export,0.201,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Textiles & Apparel,Import,0.217,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Plastics & Rubber,Export,0.241,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Plastics & Rubber,Import,0.211,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Precision Instruments & Medical Devices,Export,0.168,USD
2021,Switzerland,CHE,United Arab Emirates,ARE,Precision Instruments & Medical Devices,Import,0.203,USD
2021,Switzerland,CHE,Singapore,SGP,Machinery & Electrical Equipment,Export,0.287,USD
2021,Switzerland,CHE,Singapore,SGP,Machinery & Electrical Equipment,Import,0.229,USD
2021,Switzerland,CHE,Singapore,SGP,Electronics & Optical Products,Export,0.248,USD
2021,Switzerland,CHE,Singapore,SGP,Electronics & Optical Products,Import,0.202,USD
2021,Switzerland,CHE,Singapore,SGP,Automotive & Transport Vehicles,Export,0.205,USD
2021,Switzerland,CHE,Singapore,SGP,Automotive & Transport Vehicles,Import,0.275,USD
2021,Switzerland,CHE,Singapore,SGP,Mineral Fuels & Petroleum,Export,0.22,USD
2021,Switzerland,CHE,Singapore,SGP,Mineral Fuels & Petroleum,Import,0.221,USD
2021,Switzerland,CHE,Singapore,SGP,Chemicals & Pharmaceuticals,Export,0.229,USD
2021,Switzerland,CHE,Singapore,SGP,Chemicals & Pharmaceuticals,Import,0.284,USD
2021,Switzerland,CHE,Singapore,SGP,Agricultural & Food Products,Export,0.2,USD
2021,Switzerland,CHE,Singapore,SGP,Agricultural & Food Products,Import,0.27,USD
2021,Switzerland,CHE,Singapore,SGP,Metals & Metal Products,Export,0.224,USD
2021,Switzerland,CHE,Singapore,SGP,Metals & Metal Products,Import,0.273,USD
2021,Switzerland,CHE,Singapore,SGP,Textiles & Apparel,Export,0.286,USD
2021,Switzerland,CHE,Singapore,SGP,Textiles & Apparel,Import,0.225,USD
2021,Switzerland,CHE,Singapore,SGP,Plastics & Rubber,Export,0.204,USD
2021,Switzerland,CHE,Singapore,SGP,Plastics & Rubber,Import,0.205,USD
2021,Switzerland,CHE,Singapore,SGP,Precision Instruments & Medical Devices,Export,0.264,USD
2021,Switzerland,CHE,Singapore,SGP,Precision Instruments & Medical Devices,Import,0.205,USD
2021,Switzerland,CHE,Spain,ESP,Machinery & Electrical Equipment,Export,0.173,USD
2021,Switzerland,CHE,Spain,ESP,Machinery & Electrical Equipment,Import,0.169,USD
2021,Switzerland,CHE,Spain,ESP,Electronics & Optical Products,Export,0.18,USD
2021,Switzerland,CHE,Spain,ESP,Electronics & Optical Products,Import,0.159,USD
2021,Switzerland,CHE,Spain,ESP,Automotive & Transport Vehicles,Export,0.219,USD
2021,Switzerland,CHE,Spain,ESP,Automotive & Transport Vehicles,Import,0.219,USD
2021,Switzerland,CHE,Spain,ESP,Mineral Fuels & Petroleum,Export,0.185,USD
2021,Switzerland,CHE,Spain,ESP,Mineral Fuels & Petroleum,Import,0.2,USD
2021,Switzerland,CHE,Spain,ESP,Chemicals & Pharmaceuticals,Export,0.202,USD
2021,Switzerland,CHE,Spain,ESP,Chemicals & Pharmaceuticals,Import,0.211,USD
2021,Switzerland,CHE,Spain,ESP,Agricultural & Food Products,Export,0.193,USD
2021,Switzerland,CHE,Spain,ESP,Agricultural & Food Products,Import,0.192,USD
2021,Switzerland,CHE,Spain,ESP,Metals & Metal Products,Export,0.202,USD
2021,Switzerland,CHE,Spain,ESP,Metals & Metal Products,Import,0.207,USD
2021,Switzerland,CHE,Spain,ESP,Textiles & Apparel,Export,0.18,USD
2021,Switzerland,CHE,Spain,ESP,Textiles & Apparel,Import,0.179,USD
2021,Switzerland,CHE,Spain,ESP,Plastics & Rubber,Export,0.174,USD
2021,Switzerland,CHE,Spain,ESP,Plastics & Rubber,Import,0.195,USD
2021,Switzerland,CHE,Spain,ESP,Precision Instruments & Medical Devices,Export,0.181,USD
2021,Switzerland,CHE,Spain,ESP,Precision Instruments & Medical Devices,Import,0.195,USD
2021,Switzerland,CHE,Vietnam,VNM,Machinery & Electrical Equipment,Export,0.173,USD
2021,Switzerland,CHE,Vietnam,VNM,Machinery & Electrical Equipment,Import,0.204,USD
2021,Switzerland,CHE,Vietnam,VNM,Electronics & Optical Products,Export,0.149,USD
2021,Switzerland,CHE,Vietnam,VNM,Electronics & Optical Products,Import,0.388,USD
2021,Switzerland,CHE,Vietnam,VNM,Automotive & Transport Vehicles,Export,0.185,USD
2021,Switzerland,CHE,Vietnam,VNM,Automotive & Transport Vehicles,Import,0.171,USD
2021,Switzerland,CHE,Vietnam,VNM,Mineral Fuels & Petroleum,Export,0.174,USD
2021,Switzerland,CHE,Vietnam,VNM,Mineral Fuels & Petroleum,Import,0.201,USD
2021,Switzerland,CHE,Vietnam,VNM,Chemicals & Pharmaceuticals,Export,0.164,USD
2021,Switzerland,CHE,Vietnam,VNM,Chemicals & Pharmaceuticals,Import,0.206,USD
2021,Switzerland,CHE,Vietnam,VNM,Agricultural & Food Products,Export,0.208,USD
2021,Switzerland,CHE,Vietnam,VNM,Agricultural & Food Products,Import,0.286,USD
2021,Switzerland,CHE,Vietnam,VNM,Metals & Metal Products,Export,0.199,USD
2021,Switzerland,CHE,Vietnam,VNM,Metals & Metal Products,Import,0.188,USD
2021,Switzerland,CHE,Vietnam,VNM,Textiles & Apparel,Export,0.181,USD
2021,Switzerland,CHE,Vietnam,VNM,Textiles & Apparel,Import,0.49,USD
2021,Switzerland,CHE,Vietnam,VNM,Plastics & Rubber,Export,0.164,USD
2021,Switzerland,CHE,Vietnam,VNM,Plastics & Rubber,Import,0.155,USD
2021,Switzerland,CHE,Vietnam,VNM,Precision Instruments & Medical Devices,Export,0.164,USD
2021,Switzerland,CHE,Vietnam,VNM,Precision Instruments & Medical Devices,Import,0.188,USD
2021,Spain,ESP,United States,USA,Machinery & Electrical Equipment,Export,0.881,USD
2021,Spain,ESP,United States,USA,Machinery & Electrical Equipment,Import,1.994,USD
2021,Spain,ESP,United States,USA,Electronics & Optical Products,Export,0.972,USD
2021,Spain,ESP,United States,USA,Electronics & Optical Products,Import,1.149,USD
2021,Spain,ESP,United States,USA,Automotive & Transport Vehicles,Export,0.907,USD
2021,Spain,ESP,United States,USA,Automotive & Transport Vehicles,Import,1.399,USD
2021,Spain,ESP,United States,USA,Mineral Fuels & Petroleum,Export,0.83,USD
2021,Spain,ESP,United States,USA,Mineral Fuels & Petroleum,Import,0.91,USD
2021,Spain,ESP,United States,USA,Chemicals & Pharmaceuticals,Export,1.004,USD
2021,Spain,ESP,United States,USA,Chemicals & Pharmaceuticals,Import,1.901,USD
2021,Spain,ESP,United States,USA,Agricultural & Food Products,Export,0.963,USD
2021,Spain,ESP,United States,USA,Agricultural & Food Products,Import,1.916,USD
2021,Spain,ESP,United States,USA,Metals & Metal Products,Export,0.979,USD
2021,Spain,ESP,United States,USA,Metals & Metal Products,Import,0.825,USD
2021,Spain,ESP,United States,USA,Textiles & Apparel,Export,1.009,USD
2021,Spain,ESP,United States,USA,Textiles & Apparel,Import,0.833,USD
2021,Spain,ESP,United States,USA,Plastics & Rubber,Export,1.163,USD
2021,Spain,ESP,United States,USA,Plastics & Rubber,Import,1.11,USD
2021,Spain,ESP,United States,USA,Precision Instruments & Medical Devices,Export,0.959,USD
2021,Spain,ESP,United States,USA,Precision Instruments & Medical Devices,Import,1.065,USD
2021,Spain,ESP,China,CHN,Machinery & Electrical Equipment,Export,0.809,USD
2021,Spain,ESP,China,CHN,Machinery & Electrical Equipment,Import,1.967,USD
2021,Spain,ESP,China,CHN,Electronics & Optical Products,Export,1.081,USD
2021,Spain,ESP,China,CHN,Electronics & Optical Products,Import,2.378,USD
2021,Spain,ESP,China,CHN,Automotive & Transport Vehicles,Export,0.875,USD
2021,Spain,ESP,China,CHN,Automotive & Transport Vehicles,Import,0.867,USD
2021,Spain,ESP,China,CHN,Mineral Fuels & Petroleum,Export,0.966,USD
2021,Spain,ESP,China,CHN,Mineral Fuels & Petroleum,Import,1.137,USD
2021,Spain,ESP,China,CHN,Chemicals & Pharmaceuticals,Export,1.119,USD
2021,Spain,ESP,China,CHN,Chemicals & Pharmaceuticals,Import,0.904,USD
2021,Spain,ESP,China,CHN,Agricultural & Food Products,Export,1.065,USD
2021,Spain,ESP,China,CHN,Agricultural & Food Products,Import,1.119,USD
2021,Spain,ESP,China,CHN,Metals & Metal Products,Export,0.866,USD
2021,Spain,ESP,China,CHN,Metals & Metal Products,Import,1.084,USD
2021,Spain,ESP,China,CHN,Textiles & Apparel,Export,0.869,USD
2021,Spain,ESP,China,CHN,Textiles & Apparel,Import,1.616,USD
2021,Spain,ESP,China,CHN,Plastics & Rubber,Export,0.842,USD
2021,Spain,ESP,China,CHN,Plastics & Rubber,Import,0.96,USD
2021,Spain,ESP,China,CHN,Precision Instruments & Medical Devices,Export,1.089,USD
2021,Spain,ESP,China,CHN,Precision Instruments & Medical Devices,Import,0.968,USD
2021,Spain,ESP,Germany,DEU,Machinery & Electrical Equipment,Export,0.471,USD
2021,Spain,ESP,Germany,DEU,Machinery & Electrical Equipment,Import,1.049,USD
2021,Spain,ESP,Germany,DEU,Electronics & Optical Products,Export,0.568,USD
2021,Spain,ESP,Germany,DEU,Electronics & Optical Products,Import,0.573,USD
2021,Spain,ESP,Germany,DEU,Automotive & Transport Vehicles,Export,0.571,USD
2021,Spain,ESP,Germany,DEU,Automotive & Transport Vehicles,Import,1.105,USD
2021,Spain,ESP,Germany,DEU,Mineral Fuels & Petroleum,Export,0.611,USD
2021,Spain,ESP,Germany,DEU,Mineral Fuels & Petroleum,Import,0.645,USD
2021,Spain,ESP,Germany,DEU,Chemicals & Pharmaceuticals,Export,0.557,USD
2021,Spain,ESP,Germany,DEU,Chemicals & Pharmaceuticals,Import,1.085,USD
2021,Spain,ESP,Germany,DEU,Agricultural & Food Products,Export,0.646,USD
2021,Spain,ESP,Germany,DEU,Agricultural & Food Products,Import,0.586,USD
2021,Spain,ESP,Germany,DEU,Metals & Metal Products,Export,0.593,USD
2021,Spain,ESP,Germany,DEU,Metals & Metal Products,Import,0.603,USD
2021,Spain,ESP,Germany,DEU,Textiles & Apparel,Export,0.501,USD
2021,Spain,ESP,Germany,DEU,Textiles & Apparel,Import,0.573,USD
2021,Spain,ESP,Germany,DEU,Plastics & Rubber,Export,0.63,USD
2021,Spain,ESP,Germany,DEU,Plastics & Rubber,Import,0.509,USD
2021,Spain,ESP,Germany,DEU,Precision Instruments & Medical Devices,Export,0.642,USD
2021,Spain,ESP,Germany,DEU,Precision Instruments & Medical Devices,Import,0.581,USD
2021,Spain,ESP,Japan,JPN,Machinery & Electrical Equipment,Export,0.342,USD
2021,Spain,ESP,Japan,JPN,Machinery & Electrical Equipment,Import,0.666,USD
2021,Spain,ESP,Japan,JPN,Electronics & Optical Products,Export,0.339,USD
2021,Spain,ESP,Japan,JPN,Electronics & Optical Products,Import,0.681,USD
2021,Spain,ESP,Japan,JPN,Automotive & Transport Vehicles,Export,0.35,USD
2021,Spain,ESP,Japan,JPN,Automotive & Transport Vehicles,Import,0.901,USD
2021,Spain,ESP,Japan,JPN,Mineral Fuels & Petroleum,Export,0.354,USD
2021,Spain,ESP,Japan,JPN,Mineral Fuels & Petroleum,Import,0.375,USD
2021,Spain,ESP,Japan,JPN,Chemicals & Pharmaceuticals,Export,0.423,USD
2021,Spain,ESP,Japan,JPN,Chemicals & Pharmaceuticals,Import,0.303,USD
2021,Spain,ESP,Japan,JPN,Agricultural & Food Products,Export,0.386,USD
2021,Spain,ESP,Japan,JPN,Agricultural & Food Products,Import,0.302,USD
2021,Spain,ESP,Japan,JPN,Metals & Metal Products,Export,0.401,USD
2021,Spain,ESP,Japan,JPN,Metals & Metal Products,Import,0.366,USD
2021,Spain,ESP,Japan,JPN,Textiles & Apparel,Export,0.415,USD
2021,Spain,ESP,Japan,JPN,Textiles & Apparel,Import,0.404,USD
2021,Spain,ESP,Japan,JPN,Plastics & Rubber,Export,0.293,USD
2021,Spain,ESP,Japan,JPN,Plastics & Rubber,Import,0.302,USD
2021,Spain,ESP,Japan,JPN,Precision Instruments & Medical Devices,Export,0.367,USD
2021,Spain,ESP,Japan,JPN,Precision Instruments & Medical Devices,Import,0.355,USD
2021,Spain,ESP,India,IND,Machinery & Electrical Equipment,Export,0.28,USD
2021,Spain,ESP,India,IND,Machinery & Electrical Equipment,Import,0.275,USD
2021,Spain,ESP,India,IND,Electronics & Optical Products,Export,0.331,USD
2021,Spain,ESP,India,IND,Electronics & Optical Products,Import,0.264,USD
2021,Spain,ESP,India,IND,Automotive & Transport Vehicles,Export,0.371,USD
2021,Spain,ESP,India,IND,Automotive & Transport Vehicles,Import,0.362,USD
2021,Spain,ESP,India,IND,Mineral Fuels & Petroleum,Export,0.359,USD
2021,Spain,ESP,India,IND,Mineral Fuels & Petroleum,Import,0.39,USD
2021,Spain,ESP,India,IND,Chemicals & Pharmaceuticals,Export,0.264,USD
2021,Spain,ESP,India,IND,Chemicals & Pharmaceuticals,Import,0.592,USD
2021,Spain,ESP,India,IND,Agricultural & Food Products,Export,0.386,USD
2021,Spain,ESP,India,IND,Agricultural & Food Products,Import,0.514,USD
2021,Spain,ESP,India,IND,Metals & Metal Products,Export,0.302,USD
2021,Spain,ESP,India,IND,Metals & Metal Products,Import,0.386,USD
2021,Spain,ESP,India,IND,Textiles & Apparel,Export,0.345,USD
2021,Spain,ESP,India,IND,Textiles & Apparel,Import,0.649,USD
2021,Spain,ESP,India,IND,Plastics & Rubber,Export,0.271,USD
2021,Spain,ESP,India,IND,Plastics & Rubber,Import,0.318,USD
2021,Spain,ESP,India,IND,Precision Instruments & Medical Devices,Export,0.344,USD
2021,Spain,ESP,India,IND,Precision Instruments & Medical Devices,Import,0.322,USD
2021,Spain,ESP,United Kingdom,GBR,Machinery & Electrical Equipment,Export,0.323,USD
2021,Spain,ESP,United Kingdom,GBR,Machinery & Electrical Equipment,Import,0.341,USD
2021,Spain,ESP,United Kingdom,GBR,Electronics & Optical Products,Export,0.325,USD
2021,Spain,ESP,United Kingdom,GBR,Electronics & Optical Products,Import,0.316,USD
2021,Spain,ESP,United Kingdom,GBR,Automotive & Transport Vehicles,Export,0.345,USD
2021,Spain,ESP,United Kingdom,GBR,Automotive & Transport Vehicles,Import,0.351,USD
2021,Spain,ESP,United Kingdom,GBR,Mineral Fuels & Petroleum,Export,0.289,USD
2021,Spain,ESP,United Kingdom,GBR,Mineral Fuels & Petroleum,Import,0.263,USD
2021,Spain,ESP,United Kingdom,GBR,Chemicals & Pharmaceuticals,Export,0.341,USD
2021,Spain,ESP,United Kingdom,GBR,Chemicals & Pharmaceuticals,Import,0.268,USD
2021,Spain,ESP,United Kingdom,GBR,Agricultural & Food Products,Export,0.354,USD
2021,Spain,ESP,United Kingdom,GBR,Agricultural & Food Products,Import,0.245,USD
2021,Spain,ESP,United Kingdom,GBR,Metals & Metal Products,Export,0.353,USD
